"time","sarja","values"
2024-01-10,"euribor12kk",3.635
2024-01-10,"euribor1kk",3.877
2024-01-10,"euribor1vko",3.872
2024-01-10,"euribor3kk",3.936
2024-01-10,"euribor6kk",3.902
2024-01-11,"euribor12kk",3.654
2024-01-11,"euribor1kk",3.88
2024-01-11,"euribor1vko",3.871
2024-01-11,"euribor3kk",3.942
2024-01-11,"euribor6kk",3.92
2024-01-12,"euribor12kk",3.636
2024-01-12,"euribor1kk",3.893
2024-01-12,"euribor1vko",3.884
2024-01-12,"euribor3kk",3.932
2024-01-12,"euribor6kk",3.896
2024-01-15,"euribor12kk",3.57
2024-01-15,"euribor1kk",3.868
2024-01-15,"euribor1vko",3.88
2024-01-15,"euribor3kk",3.928
2024-01-15,"euribor6kk",3.874
2024-01-16,"euribor12kk",3.596
2024-01-16,"euribor1kk",3.894
2024-01-16,"euribor1vko",3.882
2024-01-16,"euribor3kk",3.894
2024-01-16,"euribor6kk",3.867
2024-01-17,"euribor12kk",3.596
2024-01-17,"euribor1kk",3.875
2024-01-17,"euribor1vko",3.886
2024-01-17,"euribor3kk",3.903
2024-01-17,"euribor6kk",3.862
2024-01-18,"euribor12kk",3.66
2024-01-18,"euribor1kk",3.869
2024-01-18,"euribor1vko",3.878
2024-01-18,"euribor3kk",3.97
2024-01-18,"euribor6kk",3.928
2024-01-19,"euribor12kk",3.655
2024-01-19,"euribor1kk",3.854
2024-01-19,"euribor1vko",3.858
2024-01-19,"euribor3kk",3.958
2024-01-19,"euribor6kk",3.908
2024-01-22,"euribor12kk",3.672
2024-01-22,"euribor1kk",3.859
2024-01-22,"euribor1vko",3.885
2024-01-22,"euribor3kk",3.945
2024-01-22,"euribor6kk",3.925
2024-01-23,"euribor12kk",3.665
2024-01-23,"euribor1kk",3.869
2024-01-23,"euribor1vko",3.882
2024-01-23,"euribor3kk",3.948
2024-01-23,"euribor6kk",3.944
2024-01-24,"euribor12kk",3.676
2024-01-24,"euribor1kk",3.862
2024-01-24,"euribor1vko",3.849
2024-01-24,"euribor3kk",3.929
2024-01-24,"euribor6kk",3.922
2024-01-25,"euribor12kk",3.662
2024-01-25,"euribor1kk",3.868
2024-01-25,"euribor1vko",3.851
2024-01-25,"euribor3kk",3.925
2024-01-25,"euribor6kk",3.911
2024-01-26,"euribor12kk",3.597
2024-01-26,"euribor1kk",3.871
2024-01-26,"euribor1vko",3.895
2024-01-26,"euribor3kk",3.887
2024-01-26,"euribor6kk",3.873
2024-01-29,"euribor12kk",3.582
2024-01-29,"euribor1kk",3.853
2024-01-29,"euribor1vko",3.878
2024-01-29,"euribor3kk",3.912
2024-01-29,"euribor6kk",3.866
2024-01-30,"euribor12kk",3.553
2024-01-30,"euribor1kk",3.854
2024-01-30,"euribor1vko",3.883
2024-01-30,"euribor3kk",3.897
2024-01-30,"euribor6kk",3.836
2024-01-31,"euribor12kk",3.572
2024-01-31,"euribor1kk",3.877
2024-01-31,"euribor1vko",3.832
2024-01-31,"euribor3kk",3.905
2024-01-31,"euribor6kk",3.835
2024-02-01,"euribor12kk",3.505
2024-02-01,"euribor1kk",3.873
2024-02-01,"euribor1vko",3.843
2024-02-01,"euribor3kk",3.884
2024-02-01,"euribor6kk",3.832
2024-02-02,"euribor12kk",3.537
2024-02-02,"euribor1kk",3.864
2024-02-02,"euribor1vko",3.877
2024-02-02,"euribor3kk",3.9
2024-02-02,"euribor6kk",3.837
2024-02-05,"euribor12kk",3.633
2024-02-05,"euribor1kk",3.887
2024-02-05,"euribor1vko",3.864
2024-02-05,"euribor3kk",3.922
2024-02-05,"euribor6kk",3.905
2024-02-06,"euribor12kk",3.667
2024-02-06,"euribor1kk",3.893
2024-02-06,"euribor1vko",3.876
2024-02-06,"euribor3kk",3.932
2024-02-06,"euribor6kk",3.922
2024-02-07,"euribor12kk",3.656
2024-02-07,"euribor1kk",3.874
2024-02-07,"euribor1vko",3.877
2024-02-07,"euribor3kk",3.895
2024-02-07,"euribor6kk",3.899
2024-02-08,"euribor12kk",3.64
2024-02-08,"euribor1kk",3.873
2024-02-08,"euribor1vko",3.888
2024-02-08,"euribor3kk",3.898
2024-02-08,"euribor6kk",3.888
2024-02-09,"euribor12kk",3.658
2024-02-09,"euribor1kk",3.835
2024-02-09,"euribor1vko",3.884
2024-02-09,"euribor3kk",3.891
2024-02-09,"euribor6kk",3.898
2024-02-12,"euribor12kk",3.678
2024-02-12,"euribor1kk",3.882
2024-02-12,"euribor1vko",3.876
2024-02-12,"euribor3kk",3.912
2024-02-12,"euribor6kk",3.908
2024-02-13,"euribor12kk",3.655
2024-02-13,"euribor1kk",3.862
2024-02-13,"euribor1vko",3.875
2024-02-13,"euribor3kk",3.901
2024-02-13,"euribor6kk",3.882
2024-02-14,"euribor12kk",3.692
2024-02-14,"euribor1kk",3.871
2024-02-14,"euribor1vko",3.875
2024-02-14,"euribor3kk",3.922
2024-02-14,"euribor6kk",3.903
2024-02-15,"euribor12kk",3.662
2024-02-15,"euribor1kk",3.877
2024-02-15,"euribor1vko",3.852
2024-02-15,"euribor3kk",3.915
2024-02-15,"euribor6kk",3.925
2024-02-16,"euribor12kk",3.648
2024-02-16,"euribor1kk",3.881
2024-02-16,"euribor1vko",3.882
2024-02-16,"euribor3kk",3.933
2024-02-16,"euribor6kk",3.895
2024-02-19,"euribor12kk",3.67
2024-02-19,"euribor1kk",3.851
2024-02-19,"euribor1vko",3.893
2024-02-19,"euribor3kk",3.932
2024-02-19,"euribor6kk",3.915
2024-02-20,"euribor12kk",3.686
2024-02-20,"euribor1kk",3.895
2024-02-20,"euribor1vko",3.886
2024-02-20,"euribor3kk",3.943
2024-02-20,"euribor6kk",3.928
2024-02-21,"euribor12kk",3.695
2024-02-21,"euribor1kk",3.886
2024-02-21,"euribor1vko",3.873
2024-02-21,"euribor3kk",3.946
2024-02-21,"euribor6kk",3.911
2024-02-22,"euribor12kk",3.697
2024-02-22,"euribor1kk",3.864
2024-02-22,"euribor1vko",3.86
2024-02-22,"euribor3kk",3.945
2024-02-22,"euribor6kk",3.907
2024-02-23,"euribor12kk",3.738
2024-02-23,"euribor1kk",3.851
2024-02-23,"euribor1vko",3.899
2024-02-23,"euribor3kk",3.933
2024-02-23,"euribor6kk",3.914
2024-02-26,"euribor12kk",3.732
2024-02-26,"euribor1kk",3.843
2024-02-26,"euribor1vko",3.907
2024-02-26,"euribor3kk",3.952
2024-02-26,"euribor6kk",3.901
2024-02-27,"euribor12kk",3.735
2024-02-27,"euribor1kk",3.855
2024-02-27,"euribor1vko",3.885
2024-02-27,"euribor3kk",3.952
2024-02-27,"euribor6kk",3.918
2024-02-28,"euribor12kk",3.748
2024-02-28,"euribor1kk",3.856
2024-02-28,"euribor1vko",3.878
2024-02-28,"euribor3kk",3.942
2024-02-28,"euribor6kk",3.915
2024-02-29,"euribor12kk",3.749
2024-02-29,"euribor1kk",3.865
2024-02-29,"euribor1vko",3.879
2024-02-29,"euribor3kk",3.937
2024-02-29,"euribor6kk",3.908
2024-03-01,"euribor12kk",3.744
2024-03-01,"euribor1kk",3.817
2024-03-01,"euribor1vko",3.872
2024-03-01,"euribor3kk",3.938
2024-03-01,"euribor6kk",3.912
2024-03-04,"euribor12kk",3.732
2024-03-04,"euribor1kk",3.839
2024-03-04,"euribor1vko",3.866
2024-03-04,"euribor3kk",3.932
2024-03-04,"euribor6kk",3.915
2024-03-05,"euribor12kk",3.751
2024-03-05,"euribor1kk",3.868
2024-03-05,"euribor1vko",3.881
2024-03-05,"euribor3kk",3.926
2024-03-05,"euribor6kk",3.921
2024-03-06,"euribor12kk",3.748
2024-03-06,"euribor1kk",3.865
2024-03-06,"euribor1vko",3.861
2024-03-06,"euribor3kk",3.942
2024-03-06,"euribor6kk",3.902
2024-03-07,"euribor12kk",3.746
2024-03-07,"euribor1kk",3.868
2024-03-07,"euribor1vko",3.87
2024-03-07,"euribor3kk",3.929
2024-03-07,"euribor6kk",3.912
2024-03-08,"euribor12kk",3.745
2024-03-08,"euribor1kk",3.878
2024-03-08,"euribor1vko",3.88
2024-03-08,"euribor3kk",3.94
2024-03-08,"euribor6kk",3.902
2024-03-11,"euribor12kk",3.703
2024-03-11,"euribor1kk",3.871
2024-03-11,"euribor1vko",3.893
2024-03-11,"euribor3kk",3.928
2024-03-11,"euribor6kk",3.892
2024-03-12,"euribor12kk",3.712
2024-03-12,"euribor1kk",3.847
2024-03-12,"euribor1vko",3.874
2024-03-12,"euribor3kk",3.929
2024-03-12,"euribor6kk",3.905
2024-03-13,"euribor12kk",3.702
2024-03-13,"euribor1kk",3.859
2024-03-13,"euribor1vko",3.884
2024-03-13,"euribor3kk",3.94
2024-03-13,"euribor6kk",3.892
2024-03-14,"euribor12kk",3.701
2024-03-14,"euribor1kk",3.843
2024-03-14,"euribor1vko",3.881
2024-03-14,"euribor3kk",3.928
2024-03-14,"euribor6kk",3.903
2024-03-15,"euribor12kk",3.709
2024-03-15,"euribor1kk",3.862
2024-03-15,"euribor1vko",3.89
2024-03-15,"euribor3kk",3.928
2024-03-15,"euribor6kk",3.908
2024-03-18,"euribor12kk",3.75
2024-03-18,"euribor1kk",3.855
2024-03-18,"euribor1vko",3.871
2024-03-18,"euribor3kk",3.928
2024-03-18,"euribor6kk",3.915
2024-03-19,"euribor12kk",3.756
2024-03-19,"euribor1kk",3.862
2024-03-19,"euribor1vko",3.875
2024-03-19,"euribor3kk",3.935
2024-03-19,"euribor6kk",3.909
2024-03-20,"euribor12kk",3.755
2024-03-20,"euribor1kk",3.862
2024-03-20,"euribor1vko",3.878
2024-03-20,"euribor3kk",3.922
2024-03-20,"euribor6kk",3.906
2024-03-21,"euribor12kk",3.735
2024-03-21,"euribor1kk",3.848
2024-03-21,"euribor1vko",3.868
2024-03-21,"euribor3kk",3.926
2024-03-21,"euribor6kk",3.902
2024-03-22,"euribor12kk",3.682
2024-03-22,"euribor1kk",3.853
2024-03-22,"euribor1vko",3.875
2024-03-22,"euribor3kk",3.903
2024-03-22,"euribor6kk",3.874
2024-03-25,"euribor12kk",3.658
2024-03-25,"euribor1kk",3.842
2024-03-25,"euribor1vko",3.885
2024-03-25,"euribor3kk",3.886
2024-03-25,"euribor6kk",3.855
2024-03-26,"euribor12kk",3.675
2024-03-26,"euribor1kk",3.83
2024-03-26,"euribor1vko",3.875
2024-03-26,"euribor3kk",3.902
2024-03-26,"euribor6kk",3.858
2024-03-27,"euribor12kk",3.684
2024-03-27,"euribor1kk",3.835
2024-03-27,"euribor1vko",3.835
2024-03-27,"euribor3kk",3.908
2024-03-27,"euribor6kk",3.862
2024-03-28,"euribor12kk",3.669
2024-03-28,"euribor1kk",3.855
2024-03-28,"euribor1vko",3.853
2024-03-28,"euribor3kk",3.892
2024-03-28,"euribor6kk",3.851
2024-03-29,"euribor12kk",3.669
2024-03-29,"euribor1kk",3.855
2024-03-29,"euribor1vko",3.853
2024-03-29,"euribor3kk",3.892
2024-03-29,"euribor6kk",3.851
2024-04-01,"euribor12kk",3.669
2024-04-01,"euribor1kk",3.855
2024-04-01,"euribor1vko",3.853
2024-04-01,"euribor3kk",3.892
2024-04-01,"euribor6kk",3.851
2024-04-02,"euribor12kk",3.664
2024-04-02,"euribor1kk",3.855
2024-04-02,"euribor1vko",3.87
2024-04-02,"euribor3kk",3.883
2024-04-02,"euribor6kk",3.842
2024-04-03,"euribor12kk",3.648
2024-04-03,"euribor1kk",3.852
2024-04-03,"euribor1vko",3.863
2024-04-03,"euribor3kk",3.857
2024-04-03,"euribor6kk",3.822
2024-04-04,"euribor12kk",3.663
2024-04-04,"euribor1kk",3.877
2024-04-04,"euribor1vko",3.875
2024-04-04,"euribor3kk",3.891
2024-04-04,"euribor6kk",3.844
2024-04-05,"euribor12kk",3.656
2024-04-05,"euribor1kk",3.888
2024-04-05,"euribor1vko",3.89
2024-04-05,"euribor3kk",3.885
2024-04-05,"euribor6kk",3.834
2024-04-08,"euribor12kk",3.673
2024-04-08,"euribor1kk",3.877
2024-04-08,"euribor1vko",3.888
2024-04-08,"euribor3kk",3.902
2024-04-08,"euribor6kk",3.846
2024-04-09,"euribor12kk",3.695
2024-04-09,"euribor1kk",3.837
2024-04-09,"euribor1vko",3.875
2024-04-09,"euribor3kk",3.916
2024-04-09,"euribor6kk",3.868
2024-04-10,"euribor12kk",3.689
2024-04-10,"euribor1kk",3.854
2024-04-10,"euribor1vko",3.879
2024-04-10,"euribor3kk",3.912
2024-04-10,"euribor6kk",3.83
2024-04-11,"euribor12kk",3.729
2024-04-11,"euribor1kk",3.879
2024-04-11,"euribor1vko",3.876
2024-04-11,"euribor3kk",3.906
2024-04-11,"euribor6kk",3.862
2024-04-12,"euribor12kk",3.748
2024-04-12,"euribor1kk",3.836
2024-04-12,"euribor1vko",3.88
2024-04-12,"euribor3kk",3.923
2024-04-12,"euribor6kk",3.865
2024-04-15,"euribor12kk",3.693
2024-04-15,"euribor1kk",3.846
2024-04-15,"euribor1vko",3.898
2024-04-15,"euribor3kk",3.888
2024-04-15,"euribor6kk",3.82
2024-04-16,"euribor12kk",3.702
2024-04-16,"euribor1kk",3.855
2024-04-16,"euribor1vko",3.863
2024-04-16,"euribor3kk",3.904
2024-04-16,"euribor6kk",3.842
2024-04-17,"euribor12kk",3.72
2024-04-17,"euribor1kk",3.828
2024-04-17,"euribor1vko",3.855
2024-04-17,"euribor3kk",3.895
2024-04-17,"euribor6kk",3.842
2024-04-18,"euribor12kk",3.731
2024-04-18,"euribor1kk",3.855
2024-04-18,"euribor1vko",3.865
2024-04-18,"euribor3kk",3.897
2024-04-18,"euribor6kk",3.843
2024-04-19,"euribor12kk",3.732
2024-04-19,"euribor1kk",3.837
2024-04-19,"euribor1vko",3.891
2024-04-19,"euribor3kk",3.892
2024-04-19,"euribor6kk",3.846
2024-04-22,"euribor12kk",3.734
2024-04-22,"euribor1kk",3.819
2024-04-22,"euribor1vko",3.866
2024-04-22,"euribor3kk",3.891
2024-04-22,"euribor6kk",3.85
2024-04-23,"euribor12kk",3.718
2024-04-23,"euribor1kk",3.815
2024-04-23,"euribor1vko",3.84
2024-04-23,"euribor3kk",3.882
2024-04-23,"euribor6kk",3.844
2024-04-24,"euribor12kk",3.701
2024-04-24,"euribor1kk",3.852
2024-04-24,"euribor1vko",3.851
2024-04-24,"euribor3kk",3.879
2024-04-24,"euribor6kk",3.833
2024-04-25,"euribor12kk",3.728
2024-04-25,"euribor1kk",3.862
2024-04-25,"euribor1vko",3.868
2024-04-25,"euribor3kk",3.864
2024-04-25,"euribor6kk",3.825
2024-04-26,"euribor12kk",3.724
2024-04-26,"euribor1kk",3.848
2024-04-26,"euribor1vko",3.883
2024-04-26,"euribor3kk",3.865
2024-04-26,"euribor6kk",3.835
2024-04-29,"euribor12kk",3.726
2024-04-29,"euribor1kk",3.858
2024-04-29,"euribor1vko",3.852
2024-04-29,"euribor3kk",3.835
2024-04-29,"euribor6kk",3.815
2024-04-30,"euribor12kk",3.696
2024-04-30,"euribor1kk",3.873
2024-04-30,"euribor1vko",3.802
2024-04-30,"euribor3kk",3.825
2024-04-30,"euribor6kk",3.795
2024-05-01,"euribor12kk",3.696
2024-05-01,"euribor1kk",3.873
2024-05-01,"euribor1vko",3.802
2024-05-01,"euribor3kk",3.825
2024-05-01,"euribor6kk",3.795
2024-05-02,"euribor12kk",3.728
2024-05-02,"euribor1kk",3.877
2024-05-02,"euribor1vko",3.858
2024-05-02,"euribor3kk",3.853
2024-05-02,"euribor6kk",3.828
2024-05-03,"euribor12kk",3.693
2024-05-03,"euribor1kk",3.865
2024-05-03,"euribor1vko",3.893
2024-05-03,"euribor3kk",3.827
2024-05-03,"euribor6kk",3.802
2024-05-06,"euribor12kk",3.658
2024-05-06,"euribor1kk",3.852
2024-05-06,"euribor1vko",3.886
2024-05-06,"euribor3kk",3.824
2024-05-06,"euribor6kk",3.791
2024-05-07,"euribor12kk",3.647
2024-05-07,"euribor1kk",3.875
2024-05-07,"euribor1vko",3.868
2024-05-07,"euribor3kk",3.788
2024-05-07,"euribor6kk",3.802
2024-05-08,"euribor12kk",3.642
2024-05-08,"euribor1kk",3.87
2024-05-08,"euribor1vko",3.882
2024-05-08,"euribor3kk",3.814
2024-05-08,"euribor6kk",3.795
2024-05-09,"euribor12kk",3.628
2024-05-09,"euribor1kk",3.862
2024-05-09,"euribor1vko",3.878
2024-05-09,"euribor3kk",3.806
2024-05-09,"euribor6kk",3.802
2024-05-10,"euribor12kk",3.629
2024-05-10,"euribor1kk",3.856
2024-05-10,"euribor1vko",3.892
2024-05-10,"euribor3kk",3.818
2024-05-10,"euribor6kk",3.789
2024-05-13,"euribor12kk",3.654
2024-05-13,"euribor1kk",3.828
2024-05-13,"euribor1vko",3.895
2024-05-13,"euribor3kk",3.828
2024-05-13,"euribor6kk",3.8
2024-05-14,"euribor12kk",3.638
2024-05-14,"euribor1kk",3.838
2024-05-14,"euribor1vko",3.888
2024-05-14,"euribor3kk",3.824
2024-05-14,"euribor6kk",3.799
2024-05-15,"euribor12kk",3.679
2024-05-15,"euribor1kk",3.83
2024-05-15,"euribor1vko",3.872
2024-05-15,"euribor3kk",3.816
2024-05-15,"euribor6kk",3.798
2024-05-16,"euribor12kk",3.65
2024-05-16,"euribor1kk",3.817
2024-05-16,"euribor1vko",3.885
2024-05-16,"euribor3kk",3.826
2024-05-16,"euribor6kk",3.795
2024-05-17,"euribor12kk",3.645
2024-05-17,"euribor1kk",3.799
2024-05-17,"euribor1vko",3.875
2024-05-17,"euribor3kk",3.83
2024-05-17,"euribor6kk",3.791
2024-05-20,"euribor12kk",3.673
2024-05-20,"euribor1kk",3.807
2024-05-20,"euribor1vko",3.883
2024-05-20,"euribor3kk",3.822
2024-05-20,"euribor6kk",3.787
2024-05-21,"euribor12kk",3.68
2024-05-21,"euribor1kk",3.785
2024-05-21,"euribor1vko",3.894
2024-05-21,"euribor3kk",3.823
2024-05-21,"euribor6kk",3.784
2024-05-22,"euribor12kk",3.67
2024-05-22,"euribor1kk",3.797
2024-05-22,"euribor1vko",3.893
2024-05-22,"euribor3kk",3.819
2024-05-22,"euribor6kk",3.784
2024-05-23,"euribor12kk",3.702
2024-05-23,"euribor1kk",3.805
2024-05-23,"euribor1vko",3.875
2024-05-23,"euribor3kk",3.801
2024-05-23,"euribor6kk",3.783
2024-05-24,"euribor12kk",3.729
2024-05-24,"euribor1kk",3.792
2024-05-24,"euribor1vko",3.881
2024-05-24,"euribor3kk",3.808
2024-05-24,"euribor6kk",3.78
2024-05-27,"euribor12kk",3.74
2024-05-27,"euribor1kk",3.792
2024-05-27,"euribor1vko",3.863
2024-05-27,"euribor3kk",3.8
2024-05-27,"euribor6kk",3.775
2024-05-28,"euribor12kk",3.722
2024-05-28,"euribor1kk",3.764
2024-05-28,"euribor1vko",3.879
2024-05-28,"euribor3kk",3.785
2024-05-28,"euribor6kk",3.749
2024-05-29,"euribor12kk",3.716
2024-05-29,"euribor1kk",3.772
2024-05-29,"euribor1vko",3.869
2024-05-29,"euribor3kk",3.794
2024-05-29,"euribor6kk",3.768
2024-05-30,"euribor12kk",3.729
2024-05-30,"euribor1kk",3.75
2024-05-30,"euribor1vko",3.892
2024-05-30,"euribor3kk",3.788
2024-05-30,"euribor6kk",3.759
2024-05-31,"euribor12kk",3.711
2024-05-31,"euribor1kk",3.717
2024-05-31,"euribor1vko",3.889
2024-05-31,"euribor3kk",3.785
2024-05-31,"euribor6kk",3.745
2024-06-03,"euribor12kk",3.722
2024-06-03,"euribor1kk",3.69
2024-06-03,"euribor1vko",3.828
2024-06-03,"euribor3kk",3.782
2024-06-03,"euribor6kk",3.755
2024-06-04,"euribor12kk",3.715
2024-06-04,"euribor1kk",3.666
2024-06-04,"euribor1vko",3.83
2024-06-04,"euribor3kk",3.772
2024-06-04,"euribor6kk",3.756
2024-06-05,"euribor12kk",3.69
2024-06-05,"euribor1kk",3.676
2024-06-05,"euribor1vko",3.812
2024-06-05,"euribor3kk",3.752
2024-06-05,"euribor6kk",3.738
2024-06-06,"euribor12kk",3.684
2024-06-06,"euribor1kk",3.688
2024-06-06,"euribor1vko",3.848
2024-06-06,"euribor3kk",3.755
2024-06-06,"euribor6kk",3.744
2024-06-07,"euribor12kk",3.701
2024-06-07,"euribor1kk",3.679
2024-06-07,"euribor1vko",3.794
2024-06-07,"euribor3kk",3.759
2024-06-07,"euribor6kk",3.735
2024-06-10,"euribor12kk",3.725
2024-06-10,"euribor1kk",3.654
2024-06-10,"euribor1vko",3.716
2024-06-10,"euribor3kk",3.743
2024-06-10,"euribor6kk",3.748
2024-06-11,"euribor12kk",3.728
2024-06-11,"euribor1kk",3.613
2024-06-11,"euribor1vko",3.717
2024-06-11,"euribor3kk",3.739
2024-06-11,"euribor6kk",3.751
2024-06-12,"euribor12kk",3.719
2024-06-12,"euribor1kk",3.63
2024-06-12,"euribor1vko",3.65
2024-06-12,"euribor3kk",3.72
2024-06-12,"euribor6kk",3.748
2024-06-13,"euribor12kk",3.678
2024-06-13,"euribor1kk",3.599
2024-06-13,"euribor1vko",3.615
2024-06-13,"euribor3kk",3.719
2024-06-13,"euribor6kk",3.743
2024-06-14,"euribor12kk",3.672
2024-06-14,"euribor1kk",3.579
2024-06-14,"euribor1vko",3.626
2024-06-14,"euribor3kk",3.715
2024-06-14,"euribor6kk",3.735
2024-06-17,"euribor12kk",3.628
2024-06-17,"euribor1kk",3.602
2024-06-17,"euribor1vko",3.641
2024-06-17,"euribor3kk",3.711
2024-06-17,"euribor6kk",3.711
2024-06-18,"euribor12kk",3.6
2024-06-18,"euribor1kk",3.606
2024-06-18,"euribor1vko",3.612
2024-06-18,"euribor3kk",3.717
2024-06-18,"euribor6kk",3.695
2024-06-19,"euribor12kk",3.613
2024-06-19,"euribor1kk",3.608
2024-06-19,"euribor1vko",3.59
2024-06-19,"euribor3kk",3.712
2024-06-19,"euribor6kk",3.695
2024-06-20,"euribor12kk",3.608
2024-06-20,"euribor1kk",3.598
2024-06-20,"euribor1vko",3.648
2024-06-20,"euribor3kk",3.7
2024-06-20,"euribor6kk",3.689
2024-06-21,"euribor12kk",3.622
2024-06-21,"euribor1kk",3.6
2024-06-21,"euribor1vko",3.622
2024-06-21,"euribor3kk",3.686
2024-06-21,"euribor6kk",3.691
2024-06-24,"euribor12kk",3.58
2024-06-24,"euribor1kk",3.622
2024-06-24,"euribor1vko",3.619
2024-06-24,"euribor3kk",3.682
2024-06-24,"euribor6kk",3.661
2024-06-25,"euribor12kk",3.578
2024-06-25,"euribor1kk",3.642
2024-06-25,"euribor1vko",3.616
2024-06-25,"euribor3kk",3.698
2024-06-25,"euribor6kk",3.671
2024-06-26,"euribor12kk",3.576
2024-06-26,"euribor1kk",3.646
2024-06-26,"euribor1vko",3.607
2024-06-26,"euribor3kk",3.722
2024-06-26,"euribor6kk",3.672
2024-06-27,"euribor12kk",3.575
2024-06-27,"euribor1kk",3.664
2024-06-27,"euribor1vko",3.618
2024-06-27,"euribor3kk",3.695
2024-06-27,"euribor6kk",3.678
2024-06-28,"euribor12kk",3.578
2024-06-28,"euribor1kk",3.632
2024-06-28,"euribor1vko",3.612
2024-06-28,"euribor3kk",3.711
2024-06-28,"euribor6kk",3.682
2024-07-01,"euribor12kk",3.567
2024-07-01,"euribor1kk",3.655
2024-07-01,"euribor1vko",3.641
2024-07-01,"euribor3kk",3.709
2024-07-01,"euribor6kk",3.678
2024-07-02,"euribor12kk",3.589
2024-07-02,"euribor1kk",3.654
2024-07-02,"euribor1vko",3.63
2024-07-02,"euribor3kk",3.714
2024-07-02,"euribor6kk",3.676
2024-07-03,"euribor12kk",3.596
2024-07-03,"euribor1kk",3.635
2024-07-03,"euribor1vko",3.608
2024-07-03,"euribor3kk",3.705
2024-07-03,"euribor6kk",3.678
2024-07-04,"euribor12kk",3.592
2024-07-04,"euribor1kk",3.624
2024-07-04,"euribor1vko",3.608
2024-07-04,"euribor3kk",3.708
2024-07-04,"euribor6kk",3.683
2024-07-05,"euribor12kk",3.588
2024-07-05,"euribor1kk",3.635
2024-07-05,"euribor1vko",3.607
2024-07-05,"euribor3kk",3.712
2024-07-05,"euribor6kk",3.678
2024-07-08,"euribor12kk",3.599
2024-07-08,"euribor1kk",3.628
2024-07-08,"euribor1vko",3.605
2024-07-08,"euribor3kk",3.699
2024-07-08,"euribor6kk",3.675
2024-07-09,"euribor12kk",3.593
2024-07-09,"euribor1kk",3.615
2024-07-09,"euribor1vko",3.608
2024-07-09,"euribor3kk",3.708
2024-07-09,"euribor6kk",3.668
2024-07-10,"euribor12kk",3.602
2024-07-10,"euribor1kk",3.598
2024-07-10,"euribor1vko",3.608
2024-07-10,"euribor3kk",3.704
2024-07-10,"euribor6kk",3.683
2024-07-11,"euribor12kk",3.595
2024-07-11,"euribor1kk",3.611
2024-07-11,"euribor1vko",3.609
2024-07-11,"euribor3kk",3.685
2024-07-11,"euribor6kk",3.676
2024-07-12,"euribor12kk",3.564
2024-07-12,"euribor1kk",3.625
2024-07-12,"euribor1vko",3.61
2024-07-12,"euribor3kk",3.664
2024-07-12,"euribor6kk",3.662
2024-07-15,"euribor12kk",3.522
2024-07-15,"euribor1kk",3.572
2024-07-15,"euribor1vko",3.595
2024-07-15,"euribor3kk",3.662
2024-07-15,"euribor6kk",3.635
2024-07-16,"euribor12kk",3.506
2024-07-16,"euribor1kk",3.583
2024-07-16,"euribor1vko",3.589
2024-07-16,"euribor3kk",3.674
2024-07-16,"euribor6kk",3.634
2024-07-17,"euribor12kk",3.503
2024-07-17,"euribor1kk",3.601
2024-07-17,"euribor1vko",3.597
2024-07-17,"euribor3kk",3.678
2024-07-17,"euribor6kk",3.62
2024-07-18,"euribor12kk",3.503
2024-07-18,"euribor1kk",3.633
2024-07-18,"euribor1vko",3.626
2024-07-18,"euribor3kk",3.688
2024-07-18,"euribor6kk",3.624
2024-07-19,"euribor12kk",3.502
2024-07-19,"euribor1kk",3.626
2024-07-19,"euribor1vko",3.622
2024-07-19,"euribor3kk",3.698
2024-07-19,"euribor6kk",3.633
2024-07-22,"euribor12kk",3.511
2024-07-22,"euribor1kk",3.63
2024-07-22,"euribor1vko",3.612
2024-07-22,"euribor3kk",3.705
2024-07-22,"euribor6kk",3.641
2024-07-23,"euribor12kk",3.508
2024-07-23,"euribor1kk",3.618
2024-07-23,"euribor1vko",3.579
2024-07-23,"euribor3kk",3.685
2024-07-23,"euribor6kk",3.642
2024-07-24,"euribor12kk",3.528
2024-07-24,"euribor1kk",3.598
2024-07-24,"euribor1vko",3.579
2024-07-24,"euribor3kk",3.698
2024-07-24,"euribor6kk",3.652
2024-07-25,"euribor12kk",3.481
2024-07-25,"euribor1kk",3.604
2024-07-25,"euribor1vko",3.624
2024-07-25,"euribor3kk",3.686
2024-07-25,"euribor6kk",3.619
2024-07-26,"euribor12kk",3.426
2024-07-26,"euribor1kk",3.621
2024-07-26,"euribor1vko",3.642
2024-07-26,"euribor3kk",3.655
2024-07-26,"euribor6kk",3.591
2024-07-29,"euribor12kk",3.425
2024-07-29,"euribor1kk",3.596
2024-07-29,"euribor1vko",3.595
2024-07-29,"euribor3kk",3.636
2024-07-29,"euribor6kk",3.59
2024-07-30,"euribor12kk",3.406
2024-07-30,"euribor1kk",3.611
2024-07-30,"euribor1vko",3.643
2024-07-30,"euribor3kk",3.631
2024-07-30,"euribor6kk",3.585
2024-07-31,"euribor12kk",3.39
2024-07-31,"euribor1kk",3.63
2024-07-31,"euribor1vko",3.607
2024-07-31,"euribor3kk",3.647
2024-07-31,"euribor6kk",3.579
2024-08-01,"euribor12kk",3.349
2024-08-01,"euribor1kk",3.606
2024-08-01,"euribor1vko",3.642
2024-08-01,"euribor3kk",3.638
2024-08-01,"euribor6kk",3.563
2024-08-02,"euribor12kk",3.32
