"time","sarja","values"
2006-02-27,"euribor1kk",2.571
2006-02-27,"euribor1vko",2.394
2006-02-27,"euribor3kk",2.657
2006-02-27,"euribor6kk",2.769
2006-02-28,"euribor12kk",2.981
2006-02-28,"euribor1kk",2.589
2006-02-28,"euribor1vko",2.414
2006-02-28,"euribor3kk",2.664
2006-02-28,"euribor6kk",2.783
2006-03-01,"euribor12kk",2.991
2006-03-01,"euribor1kk",2.601
2006-03-01,"euribor1vko",2.452
2006-03-01,"euribor3kk",2.666
2006-03-01,"euribor6kk",2.79
2006-03-02,"euribor12kk",2.995
2006-03-02,"euribor1kk",2.615
2006-03-02,"euribor1vko",2.543
2006-03-02,"euribor3kk",2.674
2006-03-02,"euribor6kk",2.795
2006-03-03,"euribor12kk",3.045
2006-03-03,"euribor1kk",2.624
2006-03-03,"euribor1vko",2.583
2006-03-03,"euribor3kk",2.684
2006-03-03,"euribor6kk",2.821
2006-03-06,"euribor12kk",3.048
2006-03-06,"euribor1kk",2.628
2006-03-06,"euribor1vko",2.602
2006-03-06,"euribor3kk",2.688
2006-03-06,"euribor6kk",2.824
2006-03-07,"euribor12kk",3.061
2006-03-07,"euribor1kk",2.629
2006-03-07,"euribor1vko",2.604
2006-03-07,"euribor3kk",2.692
2006-03-07,"euribor6kk",2.833
2006-03-08,"euribor12kk",3.056
2006-03-08,"euribor1kk",2.631
2006-03-08,"euribor1vko",2.609
2006-03-08,"euribor3kk",2.694
2006-03-08,"euribor6kk",2.831
2006-03-09,"euribor12kk",3.065
2006-03-09,"euribor1kk",2.632
2006-03-09,"euribor1vko",2.606
2006-03-09,"euribor3kk",2.695
2006-03-09,"euribor6kk",2.83
2006-03-10,"euribor12kk",3.07
2006-03-10,"euribor1kk",2.632
2006-03-10,"euribor1vko",2.604
2006-03-10,"euribor3kk",2.698
2006-03-10,"euribor6kk",2.835
2006-03-13,"euribor12kk",3.085
2006-03-13,"euribor1kk",2.633
2006-03-13,"euribor1vko",2.604
2006-03-13,"euribor3kk",2.701
2006-03-13,"euribor6kk",2.848
2006-03-14,"euribor12kk",3.092
2006-03-14,"euribor1kk",2.634
2006-03-14,"euribor1vko",2.604
2006-03-14,"euribor3kk",2.704
2006-03-14,"euribor6kk",2.85
2006-03-15,"euribor12kk",3.087
2006-03-15,"euribor1kk",2.633
2006-03-15,"euribor1vko",2.604
2006-03-15,"euribor3kk",2.703
2006-03-15,"euribor6kk",2.846
2006-03-16,"euribor12kk",3.093
2006-03-16,"euribor1kk",2.633
2006-03-16,"euribor1vko",2.605
2006-03-16,"euribor3kk",2.704
2006-03-16,"euribor6kk",2.851
2006-03-17,"euribor12kk",3.095
2006-03-17,"euribor1kk",2.634
2006-03-17,"euribor1vko",2.609
2006-03-17,"euribor3kk",2.705
2006-03-17,"euribor6kk",2.856
2006-03-20,"euribor12kk",3.134
2006-03-20,"euribor1kk",2.636
2006-03-20,"euribor1vko",2.611
2006-03-20,"euribor3kk",2.723
2006-03-20,"euribor6kk",2.884
2006-03-21,"euribor12kk",3.138
2006-03-21,"euribor1kk",2.636
2006-03-21,"euribor1vko",2.612
2006-03-21,"euribor3kk",2.728
2006-03-21,"euribor6kk",2.89
2006-03-22,"euribor12kk",3.137
2006-03-22,"euribor1kk",2.637
2006-03-22,"euribor1vko",2.611
2006-03-22,"euribor3kk",2.737
2006-03-22,"euribor6kk",2.895
2006-03-23,"euribor12kk",3.129
2006-03-23,"euribor1kk",2.638
2006-03-23,"euribor1vko",2.628
2006-03-23,"euribor3kk",2.739
2006-03-23,"euribor6kk",2.901
2006-03-24,"euribor12kk",3.135
2006-03-24,"euribor1kk",2.638
2006-03-24,"euribor1vko",2.63
2006-03-24,"euribor3kk",2.741
2006-03-24,"euribor6kk",2.904
2006-03-27,"euribor12kk",3.119
2006-03-27,"euribor1kk",2.638
2006-03-27,"euribor1vko",2.631
2006-03-27,"euribor3kk",2.745
2006-03-27,"euribor6kk",2.906
2006-03-28,"euribor12kk",3.171
2006-03-28,"euribor1kk",2.64
2006-03-28,"euribor1vko",2.631
2006-03-28,"euribor3kk",2.772
2006-03-28,"euribor6kk",2.937
2006-03-29,"euribor12kk",3.215
2006-03-29,"euribor1kk",2.647
2006-03-29,"euribor1vko",2.637
2006-03-29,"euribor3kk",2.797
2006-03-29,"euribor6kk",2.968
2006-03-30,"euribor12kk",3.229
2006-03-30,"euribor1kk",2.649
2006-03-30,"euribor1vko",2.624
2006-03-30,"euribor3kk",2.814
2006-03-30,"euribor6kk",2.977
2006-03-31,"euribor12kk",3.233
2006-03-31,"euribor1kk",2.647
2006-03-31,"euribor1vko",2.622
2006-03-31,"euribor3kk",2.816
2006-03-31,"euribor6kk",2.985
2006-04-03,"euribor12kk",3.254
2006-04-03,"euribor1kk",2.647
2006-04-03,"euribor1vko",2.614
2006-04-03,"euribor3kk",2.818
2006-04-03,"euribor6kk",2.992
2006-04-04,"euribor12kk",3.264
2006-04-04,"euribor1kk",2.649
2006-04-04,"euribor1vko",2.615
2006-04-04,"euribor3kk",2.822
2006-04-04,"euribor6kk",3.002
2006-04-05,"euribor12kk",3.26
2006-04-05,"euribor1kk",2.651
2006-04-05,"euribor1vko",2.635
2006-04-05,"euribor3kk",2.824
2006-04-05,"euribor6kk",3.006
2006-04-06,"euribor12kk",3.26
2006-04-06,"euribor1kk",2.654
2006-04-06,"euribor1vko",2.653
2006-04-06,"euribor3kk",2.831
2006-04-06,"euribor6kk",3.007
2006-04-07,"euribor12kk",3.159
2006-04-07,"euribor1kk",2.641
2006-04-07,"euribor1vko",2.643
2006-04-07,"euribor3kk",2.764
2006-04-07,"euribor6kk",2.915
2006-04-10,"euribor12kk",3.171
2006-04-10,"euribor1kk",2.638
2006-04-10,"euribor1vko",2.63
2006-04-10,"euribor3kk",2.763
2006-04-10,"euribor6kk",2.912
2006-04-11,"euribor12kk",3.171
2006-04-11,"euribor1kk",2.637
2006-04-11,"euribor1vko",2.628
2006-04-11,"euribor3kk",2.762
2006-04-11,"euribor6kk",2.912
2006-04-12,"euribor12kk",3.173
2006-04-12,"euribor1kk",2.637
2006-04-12,"euribor1vko",2.623
2006-04-12,"euribor3kk",2.764
2006-04-12,"euribor6kk",2.914
2006-04-13,"euribor12kk",3.185
2006-04-13,"euribor1kk",2.64
2006-04-13,"euribor1vko",2.621
2006-04-13,"euribor3kk",2.765
2006-04-13,"euribor6kk",2.916
2006-04-14,"euribor12kk",3.185
2006-04-14,"euribor1kk",2.64
2006-04-14,"euribor1vko",2.621
2006-04-14,"euribor3kk",2.765
2006-04-14,"euribor6kk",2.916
2006-04-17,"euribor12kk",3.185
2006-04-17,"euribor1kk",2.64
2006-04-17,"euribor1vko",2.621
2006-04-17,"euribor3kk",2.765
2006-04-17,"euribor6kk",2.916
2006-04-18,"euribor12kk",3.194
2006-04-18,"euribor1kk",2.642
2006-04-18,"euribor1vko",2.62
2006-04-18,"euribor3kk",2.769
2006-04-18,"euribor6kk",2.918
2006-04-19,"euribor12kk",3.185
2006-04-19,"euribor1kk",2.643
2006-04-19,"euribor1vko",2.624
2006-04-19,"euribor3kk",2.77
2006-04-19,"euribor6kk",2.922
2006-04-20,"euribor12kk",3.2
2006-04-20,"euribor1kk",2.644
2006-04-20,"euribor1vko",2.633
2006-04-20,"euribor3kk",2.776
2006-04-20,"euribor6kk",2.932
2006-04-21,"euribor12kk",3.198
2006-04-21,"euribor1kk",2.651
2006-04-21,"euribor1vko",2.643
2006-04-21,"euribor3kk",2.779
2006-04-21,"euribor6kk",2.932
2006-04-24,"euribor12kk",3.19
2006-04-24,"euribor1kk",2.653
2006-04-24,"euribor1vko",2.648
2006-04-24,"euribor3kk",2.783
2006-04-24,"euribor6kk",2.935
2006-04-25,"euribor12kk",3.221
2006-04-25,"euribor1kk",2.655
2006-04-25,"euribor1vko",2.651
2006-04-25,"euribor3kk",2.79
2006-04-25,"euribor6kk",2.949
2006-04-26,"euribor12kk",3.277
2006-04-26,"euribor1kk",2.667
2006-04-26,"euribor1vko",2.66
2006-04-26,"euribor3kk",2.824
2006-04-26,"euribor6kk",2.997
2006-04-27,"euribor12kk",3.306
2006-04-27,"euribor1kk",2.666
2006-04-27,"euribor1vko",2.643
2006-04-27,"euribor3kk",2.832
2006-04-27,"euribor6kk",3.016
2006-04-28,"euribor12kk",3.318
2006-04-28,"euribor1kk",2.666
2006-04-28,"euribor1vko",2.637
2006-04-28,"euribor3kk",2.852
2006-04-28,"euribor6kk",3.032
2006-05-01,"euribor12kk",3.318
2006-05-01,"euribor1kk",2.666
2006-05-01,"euribor1vko",2.637
2006-05-01,"euribor3kk",2.852
2006-05-01,"euribor6kk",3.032
2006-05-02,"euribor12kk",3.314
2006-05-02,"euribor1kk",2.667
2006-05-02,"euribor1vko",2.636
2006-05-02,"euribor3kk",2.86
2006-05-02,"euribor6kk",3.03
2006-05-03,"euribor12kk",3.317
2006-05-03,"euribor1kk",2.667
2006-05-03,"euribor1vko",2.635
2006-05-03,"euribor3kk",2.865
2006-05-03,"euribor6kk",3.031
2006-05-04,"euribor12kk",3.301
2006-05-04,"euribor1kk",2.645
2006-05-04,"euribor1vko",2.59
2006-05-04,"euribor3kk",2.855
2006-05-04,"euribor6kk",3.021
2006-05-05,"euribor12kk",3.321
2006-05-05,"euribor1kk",2.635
2006-05-05,"euribor1vko",2.595
2006-05-05,"euribor3kk",2.859
2006-05-05,"euribor6kk",3.031
2006-05-08,"euribor12kk",3.313
2006-05-08,"euribor1kk",2.64
2006-05-08,"euribor1vko",2.614
2006-05-08,"euribor3kk",2.866
2006-05-08,"euribor6kk",3.031
2006-05-09,"euribor12kk",3.332
2006-05-09,"euribor1kk",2.641
2006-05-09,"euribor1vko",2.613
2006-05-09,"euribor3kk",2.872
2006-05-09,"euribor6kk",3.055
2006-05-10,"euribor12kk",3.352
2006-05-10,"euribor1kk",2.644
2006-05-10,"euribor1vko",2.614
2006-05-10,"euribor3kk",2.877
2006-05-10,"euribor6kk",3.064
2006-05-11,"euribor12kk",3.344
2006-05-11,"euribor1kk",2.647
2006-05-11,"euribor1vko",2.618
2006-05-11,"euribor3kk",2.879
2006-05-11,"euribor6kk",3.066
2006-05-12,"euribor12kk",3.364
2006-05-12,"euribor1kk",2.653
2006-05-12,"euribor1vko",2.623
2006-05-12,"euribor3kk",2.885
2006-05-12,"euribor6kk",3.079
2006-05-15,"euribor12kk",3.319
2006-05-15,"euribor1kk",2.664
2006-05-15,"euribor1vko",2.625
2006-05-15,"euribor3kk",2.884
2006-05-15,"euribor6kk",3.064
2006-05-16,"euribor12kk",3.301
2006-05-16,"euribor1kk",2.664
2006-05-16,"euribor1vko",2.625
2006-05-16,"euribor3kk",2.883
2006-05-16,"euribor6kk",3.063
2006-05-17,"euribor12kk",3.293
2006-05-17,"euribor1kk",2.664
2006-05-17,"euribor1vko",2.624
2006-05-17,"euribor3kk",2.884
2006-05-17,"euribor6kk",3.055
2006-05-18,"euribor12kk",3.3
2006-05-18,"euribor1kk",2.694
2006-05-18,"euribor1vko",2.623
2006-05-18,"euribor3kk",2.893
2006-05-18,"euribor6kk",3.068
2006-05-19,"euribor12kk",3.304
2006-05-19,"euribor1kk",2.698
2006-05-19,"euribor1vko",2.623
2006-05-19,"euribor3kk",2.896
2006-05-19,"euribor6kk",3.073
2006-05-22,"euribor12kk",3.284
2006-05-22,"euribor1kk",2.715
2006-05-22,"euribor1vko",2.623
2006-05-22,"euribor3kk",2.901
2006-05-22,"euribor6kk",3.066
2006-05-23,"euribor12kk",3.285
2006-05-23,"euribor1kk",2.724
2006-05-23,"euribor1vko",2.628
2006-05-23,"euribor3kk",2.904
2006-05-23,"euribor6kk",3.066
2006-05-24,"euribor12kk",3.288
2006-05-24,"euribor1kk",2.731
2006-05-24,"euribor1vko",2.626
2006-05-24,"euribor3kk",2.905
2006-05-24,"euribor6kk",3.066
2006-05-25,"euribor12kk",3.272
2006-05-25,"euribor1kk",2.751
2006-05-25,"euribor1vko",2.625
2006-05-25,"euribor3kk",2.91
2006-05-25,"euribor6kk",3.058
2006-05-26,"euribor12kk",3.278
2006-05-26,"euribor1kk",2.757
2006-05-26,"euribor1vko",2.625
2006-05-26,"euribor3kk",2.913
2006-05-26,"euribor6kk",3.063
2006-05-29,"euribor12kk",3.286
2006-05-29,"euribor1kk",2.765
2006-05-29,"euribor1vko",2.626
2006-05-29,"euribor3kk",2.919
2006-05-29,"euribor6kk",3.066
2006-05-30,"euribor12kk",3.291
2006-05-30,"euribor1kk",2.779
2006-05-30,"euribor1vko",2.629
2006-05-30,"euribor3kk",2.922
2006-05-30,"euribor6kk",3.074
2006-05-31,"euribor12kk",3.313
2006-05-31,"euribor1kk",2.792
2006-05-31,"euribor1vko",2.625
2006-05-31,"euribor3kk",2.926
2006-05-31,"euribor6kk",3.09
2006-06-01,"euribor12kk",3.369
2006-06-01,"euribor1kk",2.821
2006-06-01,"euribor1vko",2.621
2006-06-01,"euribor3kk",2.944
2006-06-01,"euribor6kk",3.126
2006-06-02,"euribor12kk",3.368
2006-06-02,"euribor1kk",2.823
2006-06-02,"euribor1vko",2.612
2006-06-02,"euribor3kk",2.95
2006-06-02,"euribor6kk",3.126
2006-06-05,"euribor12kk",3.357
2006-06-05,"euribor1kk",2.827
2006-06-05,"euribor1vko",2.596
2006-06-05,"euribor3kk",2.957
2006-06-05,"euribor6kk",3.123
2006-06-06,"euribor12kk",3.396
2006-06-06,"euribor1kk",2.834
2006-06-06,"euribor1vko",2.591
2006-06-06,"euribor3kk",2.969
2006-06-06,"euribor6kk",3.147
2006-06-07,"euribor12kk",3.397
2006-06-07,"euribor1kk",2.836
2006-06-07,"euribor1vko",2.566
2006-06-07,"euribor3kk",2.974
2006-06-07,"euribor6kk",3.148
2006-06-08,"euribor12kk",3.386
2006-06-08,"euribor1kk",2.869
2006-06-08,"euribor1vko",2.719
2006-06-08,"euribor3kk",2.99
2006-06-08,"euribor6kk",3.149
2006-06-09,"euribor12kk",3.336
2006-06-09,"euribor1kk",2.845
2006-06-09,"euribor1vko",2.754
2006-06-09,"euribor3kk",2.953
2006-06-09,"euribor6kk",3.112
2006-06-12,"euribor12kk",3.326
2006-06-12,"euribor1kk",2.859
2006-06-12,"euribor1vko",2.804
2006-06-12,"euribor3kk",2.953
2006-06-12,"euribor6kk",3.108
2006-06-13,"euribor12kk",3.294
2006-06-13,"euribor1kk",2.874
2006-06-13,"euribor1vko",2.859
2006-06-13,"euribor3kk",2.959
2006-06-13,"euribor6kk",3.096
2006-06-14,"euribor12kk",3.324
2006-06-14,"euribor1kk",2.874
2006-06-14,"euribor1vko",2.857
2006-06-14,"euribor3kk",2.961
2006-06-14,"euribor6kk",3.11
2006-06-15,"euribor12kk",3.349
2006-06-15,"euribor1kk",2.876
2006-06-15,"euribor1vko",2.857
2006-06-15,"euribor3kk",2.963
2006-06-15,"euribor6kk",3.125
2006-06-16,"euribor12kk",3.354
2006-06-16,"euribor1kk",2.876
2006-06-16,"euribor1vko",2.862
2006-06-16,"euribor3kk",2.966
2006-06-16,"euribor6kk",3.13
2006-06-19,"euribor12kk",3.37
2006-06-19,"euribor1kk",2.876
2006-06-19,"euribor1vko",2.861
2006-06-19,"euribor3kk",2.973
2006-06-19,"euribor6kk",3.136
2006-06-20,"euribor12kk",3.377
2006-06-20,"euribor1kk",2.881
2006-06-20,"euribor1vko",2.863
2006-06-20,"euribor3kk",2.976
2006-06-20,"euribor6kk",3.143
2006-06-21,"euribor12kk",3.416
2006-06-21,"euribor1kk",2.884
2006-06-21,"euribor1vko",2.863
2006-06-21,"euribor3kk",2.985
2006-06-21,"euribor6kk",3.168
2006-06-22,"euribor12kk",3.427
2006-06-22,"euribor1kk",2.885
2006-06-22,"euribor1vko",2.889
2006-06-22,"euribor3kk",2.993
2006-06-22,"euribor6kk",3.175
2006-06-23,"euribor12kk",3.437
2006-06-23,"euribor1kk",2.886
2006-06-23,"euribor1vko",2.889
2006-06-23,"euribor3kk",2.997
2006-06-23,"euribor6kk",3.182
2006-06-26,"euribor12kk",3.458
2006-06-26,"euribor1kk",2.887
2006-06-26,"euribor1vko",2.89
2006-06-26,"euribor3kk",3.001
2006-06-26,"euribor6kk",3.194
2006-06-27,"euribor12kk",3.52
2006-06-27,"euribor1kk",2.901
2006-06-27,"euribor1vko",2.891
2006-06-27,"euribor3kk",3.041
2006-06-27,"euribor6kk",3.24
2006-06-28,"euribor12kk",3.521
2006-06-28,"euribor1kk",2.908
2006-06-28,"euribor1vko",2.893
2006-06-28,"euribor3kk",3.061
2006-06-28,"euribor6kk",3.241
2006-06-29,"euribor12kk",3.518
2006-06-29,"euribor1kk",2.901
2006-06-29,"euribor1vko",2.855
2006-06-29,"euribor3kk",3.063
2006-06-29,"euribor6kk",3.253
2006-06-30,"euribor12kk",3.512
2006-06-30,"euribor1kk",2.897
2006-06-30,"euribor1vko",2.846
2006-06-30,"euribor3kk",3.056
2006-06-30,"euribor6kk",3.245
2006-07-03,"euribor12kk",3.507
2006-07-03,"euribor1kk",2.898
2006-07-03,"euribor1vko",2.84
2006-07-03,"euribor3kk",3.055
2006-07-03,"euribor6kk",3.239
2006-07-04,"euribor12kk",3.506
2006-07-04,"euribor1kk",2.894
2006-07-04,"euribor1vko",2.832
2006-07-04,"euribor3kk",3.055
2006-07-04,"euribor6kk",3.238
2006-07-05,"euribor12kk",3.532
2006-07-05,"euribor1kk",2.889
2006-07-05,"euribor1vko",2.823
2006-07-05,"euribor3kk",3.06
2006-07-05,"euribor6kk",3.246
2006-07-06,"euribor12kk",3.542
2006-07-06,"euribor1kk",2.889
2006-07-06,"euribor1vko",2.841
2006-07-06,"euribor3kk",3.062
2006-07-06,"euribor6kk",3.255
2006-07-07,"euribor12kk",3.559
2006-07-07,"euribor1kk",2.884
2006-07-07,"euribor1vko",2.842
2006-07-07,"euribor3kk",3.075
2006-07-07,"euribor6kk",3.274
2006-07-10,"euribor12kk",3.561
2006-07-10,"euribor1kk",2.895
2006-07-10,"euribor1vko",2.849
2006-07-10,"euribor3kk",3.079
2006-07-10,"euribor6kk",3.274
2006-07-11,"euribor12kk",3.552
2006-07-11,"euribor1kk",2.895
2006-07-11,"euribor1vko",2.849
2006-07-11,"euribor3kk",3.079
2006-07-11,"euribor6kk",3.274
2006-07-12,"euribor12kk",3.564
2006-07-12,"euribor1kk",2.895
2006-07-12,"euribor1vko",2.851
2006-07-12,"euribor3kk",3.083
2006-07-12,"euribor6kk",3.279
2006-07-13,"euribor12kk",3.551
2006-07-13,"euribor1kk",2.916
2006-07-13,"euribor1vko",2.852
2006-07-13,"euribor3kk",3.09
2006-07-13,"euribor6kk",3.282
2006-07-14,"euribor12kk",3.525
2006-07-14,"euribor1kk",2.922
2006-07-14,"euribor1vko",2.852
2006-07-14,"euribor3kk",3.092
2006-07-14,"euribor6kk",3.279
2006-07-17,"euribor12kk",3.511
2006-07-17,"euribor1kk",2.93
2006-07-17,"euribor1vko",2.852
2006-07-17,"euribor3kk",3.1
2006-07-17,"euribor6kk",3.28
2006-07-18,"euribor12kk",3.526
2006-07-18,"euribor1kk",2.934
2006-07-18,"euribor1vko",2.852
2006-07-18,"euribor3kk",3.104
2006-07-18,"euribor6kk",3.285
2006-07-19,"euribor12kk",3.555
2006-07-19,"euribor1kk",2.942
2006-07-19,"euribor1vko",2.852
2006-07-19,"euribor3kk",3.114
2006-07-19,"euribor6kk",3.297
2006-07-20,"euribor12kk",3.551
2006-07-20,"euribor1kk",2.955
2006-07-20,"euribor1vko",2.851
2006-07-20,"euribor3kk",3.117
2006-07-20,"euribor6kk",3.304
2006-07-21,"euribor12kk",3.531
2006-07-21,"euribor1kk",2.963
2006-07-21,"euribor1vko",2.854
2006-07-21,"euribor3kk",3.124
2006-07-21,"euribor6kk",3.303
2006-07-24,"euribor12kk",3.537
2006-07-24,"euribor1kk",2.978
2006-07-24,"euribor1vko",2.852
2006-07-24,"euribor3kk",3.126
2006-07-24,"euribor6kk",3.31
2006-07-25,"euribor12kk",3.525
2006-07-25,"euribor1kk",2.985
2006-07-25,"euribor1vko",2.849
2006-07-25,"euribor3kk",3.134
2006-07-25,"euribor6kk",3.314
2006-07-26,"euribor12kk",3.544
2006-07-26,"euribor1kk",2.992
2006-07-26,"euribor1vko",2.845
2006-07-26,"euribor3kk",3.141
2006-07-26,"euribor6kk",3.322
2006-07-27,"euribor12kk",3.535
2006-07-27,"euribor1kk",3.011
2006-07-27,"euribor1vko",2.837
2006-07-27,"euribor3kk",3.146
2006-07-27,"euribor6kk",3.32
2006-07-28,"euribor12kk",3.551
2006-07-28,"euribor1kk",3.02
2006-07-28,"euribor1vko",2.818
2006-07-28,"euribor3kk",3.149
2006-07-28,"euribor6kk",3.33
2006-07-31,"euribor12kk",3.546
2006-07-31,"euribor1kk",3.03
2006-07-31,"euribor1vko",2.811
2006-07-31,"euribor3kk",3.161
2006-07-31,"euribor6kk",3.333
2006-08-01,"euribor12kk",3.542
2006-08-01,"euribor1kk",3.033
2006-08-01,"euribor1vko",2.835
2006-08-01,"euribor3kk",3.17
2006-08-01,"euribor6kk",3.335
2006-08-02,"euribor12kk",3.534
2006-08-02,"euribor1kk",3.042
2006-08-02,"euribor1vko",2.854
2006-08-02,"euribor3kk",3.178
2006-08-02,"euribor6kk",3.335
2006-08-03,"euribor12kk",3.546
2006-08-03,"euribor1kk",3.064
2006-08-03,"euribor1vko",2.997
2006-08-03,"euribor3kk",3.185
2006-08-03,"euribor6kk",3.347
2006-08-04,"euribor12kk",3.603
2006-08-04,"euribor1kk",3.09
2006-08-04,"euribor1vko",3.038
2006-08-04,"euribor3kk",3.201
2006-08-04,"euribor6kk",3.381
2006-08-07,"euribor12kk",3.589
2006-08-07,"euribor1kk",3.103
2006-08-07,"euribor1vko",3.088
2006-08-07,"euribor3kk",3.204
2006-08-07,"euribor6kk",3.379
2006-08-08,"euribor12kk",3.589
2006-08-08,"euribor1kk",3.104
2006-08-08,"euribor1vko",3.092
2006-08-08,"euribor3kk",3.207
2006-08-08,"euribor6kk",3.388
2006-08-09,"euribor12kk",3.599
2006-08-09,"euribor1kk",3.105
2006-08-09,"euribor1vko",3.092
2006-08-09,"euribor3kk",3.21
2006-08-09,"euribor6kk",3.393
2006-08-10,"euribor12kk",3.588
2006-08-10,"euribor1kk",3.104
2006-08-10,"euribor1vko",3.092
2006-08-10,"euribor3kk",3.215
2006-08-10,"euribor6kk",3.394
2006-08-11,"euribor12kk",3.619
2006-08-11,"euribor1kk",3.105
2006-08-11,"euribor1vko",3.091
2006-08-11,"euribor3kk",3.217
2006-08-11,"euribor6kk",3.405
2006-08-14,"euribor12kk",3.651
2006-08-14,"euribor1kk",3.107
2006-08-14,"euribor1vko",3.091
2006-08-14,"euribor3kk",3.219
2006-08-14,"euribor6kk",3.418
2006-08-15,"euribor12kk",3.657
2006-08-15,"euribor1kk",3.105
2006-08-15,"euribor1vko",3.091
2006-08-15,"euribor3kk",3.22
2006-08-15,"euribor6kk",3.423
2006-08-16,"euribor12kk",3.657
2006-08-16,"euribor1kk",3.105
2006-08-16,"euribor1vko",3.092
2006-08-16,"euribor3kk",3.227
2006-08-16,"euribor6kk",3.424
2006-08-17,"euribor12kk",3.659
2006-08-17,"euribor1kk",3.106
2006-08-17,"euribor1vko",3.091
2006-08-17,"euribor3kk",3.234
2006-08-17,"euribor6kk",3.427
2006-08-18,"euribor12kk",3.675
2006-08-18,"euribor1kk",3.105
2006-08-18,"euribor1vko",3.091
2006-08-18,"euribor3kk",3.236
2006-08-18,"euribor6kk",3.435
2006-08-21,"euribor12kk",3.657
2006-08-21,"euribor1kk",3.106
2006-08-21,"euribor1vko",3.089
2006-08-21,"euribor3kk",3.244
2006-08-21,"euribor6kk",3.435
2006-08-22,"euribor12kk",3.657
2006-08-22,"euribor1kk",3.106
2006-08-22,"euribor1vko",3.086
2006-08-22,"euribor3kk",3.249
2006-08-22,"euribor6kk",3.436
2006-08-23,"euribor12kk",3.608
2006-08-23,"euribor1kk",3.106
2006-08-23,"euribor1vko",3.082
2006-08-23,"euribor3kk",3.253
2006-08-23,"euribor6kk",3.434
2006-08-24,"euribor12kk",3.633
2006-08-24,"euribor1kk",3.099
2006-08-24,"euribor1vko",3.061
2006-08-24,"euribor3kk",3.254
2006-08-24,"euribor6kk",3.443
2006-08-25,"euribor12kk",3.611
2006-08-25,"euribor1kk",3.095
2006-08-25,"euribor1vko",3.043
2006-08-25,"euribor3kk",3.255
2006-08-25,"euribor6kk",3.433
2006-08-28,"euribor12kk",3.605
2006-08-28,"euribor1kk",3.094
2006-08-28,"euribor1vko",3.042
2006-08-28,"euribor3kk",3.254
2006-08-28,"euribor6kk",3.432
2006-08-29,"euribor12kk",3.624
2006-08-29,"euribor1kk",3.094
2006-08-29,"euribor1vko",3.051
2006-08-29,"euribor3kk",3.257
2006-08-29,"euribor6kk",3.44
2006-08-30,"euribor12kk",3.62
2006-08-30,"euribor1kk",3.093
2006-08-30,"euribor1vko",3.046
2006-08-30,"euribor3kk",3.256
2006-08-30,"euribor6kk",3.438
2006-08-31,"euribor12kk",3.625
2006-08-31,"euribor1kk",3.094
2006-08-31,"euribor1vko",3.062
2006-08-31,"euribor3kk",3.264
2006-08-31,"euribor6kk",3.445
2006-09-01,"euribor12kk",3.636
2006-09-01,"euribor1kk",3.096
2006-09-01,"euribor1vko",3.071
2006-09-01,"euribor3kk",3.267
2006-09-01,"euribor6kk",3.46
2006-09-04,"euribor12kk",3.649
2006-09-04,"euribor1kk",3.096
2006-09-04,"euribor1vko",3.074
2006-09-04,"euribor3kk",3.271
2006-09-04,"euribor6kk",3.47
2006-09-05,"euribor12kk",3.661
2006-09-05,"euribor1kk",3.095
2006-09-05,"euribor1vko",3.08
2006-09-05,"euribor3kk",3.275
2006-09-05,"euribor6kk",3.475
2006-09-06,"euribor12kk",3.685
2006-09-06,"euribor1kk",3.096
2006-09-06,"euribor1vko",3.082
2006-09-06,"euribor3kk",3.289
2006-09-06,"euribor6kk",3.488
2006-09-07,"euribor12kk",3.704
2006-09-07,"euribor1kk",3.096
2006-09-07,"euribor1vko",3.082
2006-09-07,"euribor3kk",3.294
2006-09-07,"euribor6kk",3.502
2006-09-08,"euribor12kk",3.703
2006-09-08,"euribor1kk",3.097
2006-09-08,"euribor1vko",3.079
2006-09-08,"euribor3kk",3.301
2006-09-08,"euribor6kk",3.502
2006-09-11,"euribor12kk",3.73
2006-09-11,"euribor1kk",3.102
2006-09-11,"euribor1vko",3.078
2006-09-11,"euribor3kk",3.305
2006-09-11,"euribor6kk",3.516
2006-09-12,"euribor12kk",3.755
2006-09-12,"euribor1kk",3.121
2006-09-12,"euribor1vko",3.077
2006-09-12,"euribor3kk",3.315
2006-09-12,"euribor6kk",3.537
2006-09-13,"euribor12kk",3.746
2006-09-13,"euribor1kk",3.125
2006-09-13,"euribor1vko",3.077
2006-09-13,"euribor3kk",3.321
2006-09-13,"euribor6kk",3.534
2006-09-14,"euribor12kk",3.751
2006-09-14,"euribor1kk",3.14
2006-09-14,"euribor1vko",3.075
2006-09-14,"euribor3kk",3.333
2006-09-14,"euribor6kk",3.54
2006-09-15,"euribor12kk",3.758
2006-09-15,"euribor1kk",3.144
2006-09-15,"euribor1vko",3.073
2006-09-15,"euribor3kk",3.335
2006-09-15,"euribor6kk",3.543
2006-09-18,"euribor12kk",3.756
2006-09-18,"euribor1kk",3.15
2006-09-18,"euribor1vko",3.074
2006-09-18,"euribor3kk",3.34
2006-09-18,"euribor6kk",3.544
2006-09-19,"euribor12kk",3.765
2006-09-19,"euribor1kk",3.172
2006-09-19,"euribor1vko",3.073
2006-09-19,"euribor3kk",3.349
2006-09-19,"euribor6kk",3.55
2006-09-20,"euribor12kk",3.751
2006-09-20,"euribor1kk",3.173
